Location,Full_%,Current_Elevation_ft,Current_Storage_af,Remaining_Elevation_ft,Available_Storage_af,24hr.Change,Rain_inches,Date,Highest_temperature,Lowest_temperature,Highest_humidity,Lowest_humidity
Roosevelt Lake (Roosevelt Dam),42,"2,093.92","687,681",57.08,"965,362","1,365",0.12,2013-01-26,68,46 ,78,33
Apache Lake (Horse Mesa Dam),92,"1,906.34","225,244",7.66,"19,894",229,0.96,2013-01-26,68,46 ,78,33
Canyon Lake (Mormon Flat Dam),96,"1,658.31","55,786",2.19,"2,066",66,0.06,2013-01-26,68,46 ,78,33
Saguaro Lake (Stewart Mountain Dam),94,"1,525.60","65,546",3.40,"4,219",-61,0.08,2013-01-26,68,46 ,78,33
Total Salt system,51,,"1,034,257",,"991,541","1,599",,2013-01-26,68,46 ,78,33
Horseshoe Lake (Horseshoe Dam),0,"1,952.39",187,73.61,"109,030",26,0.14,2013-01-26,68,46 ,78,33
Bartlett Lake (Bartlett Dam),61,"1,768.85","108,542",29.15,"69,644",357,0.09,2013-01-26,68,46 ,78,33
Total Verde system,38,,"108,729",,"178,674",383,,2013-01-26,68,46 ,78,33
Total Reservoir System,49,,"1,142,986",,"1,170,215","1,982",,2013-01-26,68,46 ,78,33
Total system year ago,66,,,,,,,2013-01-26,68,46 ,78,33
Roosevelt Lake (Roosevelt Dam),42,"2,094.15","690,597",56.85,"962,446","2,916",1.72,2013-01-27,68,47 ,93,78
Apache Lake (Horse Mesa Dam),92,"1,906.44","225,498",7.56,"19,640",254,0.90,2013-01-27,68,47 ,93,78
Canyon Lake (Mormon Flat Dam),96,"1,657.74","55,252",2.76,"2,600",-534,1.57,2013-01-27,68,47 ,93,78
Saguaro Lake (Stewart Mountain Dam),96,"1,526.56","66,722",2.44,"3,043","1,176",1.44,2013-01-27,68,47 ,93,78
Total Salt system,51,,"1,038,069",,"987,729","3,812",,2013-01-27,68,47 ,93,78
Horseshoe Lake (Horseshoe Dam),2,"1,959.36","1,783",66.64,"107,434","1,596",1.07,2013-01-27,68,47 ,93,78
Bartlett Lake (Bartlett Dam),62,"1,769.43","109,703",28.57,"68,483","1,161",1.62,2013-01-27,68,47 ,93,78
Total Verde system,39,,"111,486",,"175,917","2,757",,2013-01-27,68,47 ,93,78
Total Reservoir System,50,,"1,149,555",,"1,163,646","6,569",,2013-01-27,68,47 ,93,78
Total system year ago,66,,,,,,,2013-01-27,68,47 ,93,78
Roosevelt Lake (Roosevelt Dam),42,"2,094.97","701,126",56.03,"951,917","10,529",0.60,2013-01-28,69,47 ,93,63
Apache Lake (Horse Mesa Dam),92,"1,906.58","225,854",7.42,"19,284",356,0.53,2013-01-28,69,47 ,93,63
Canyon Lake (Mormon Flat Dam),96,"1,657.98","55,476",2.52,"2,376",224,0.42,2013-01-28,69,47 ,93,63
Saguaro Lake (Stewart Mountain Dam),97,"1,527.33","67,675",1.67,"2,090",953,0.56,2013-01-28,69,47 ,93,63
Total Salt system,52,,"1,050,131",,"975,667","12,062",,2013-01-28,69,47 ,93,63
Horseshoe Lake (Horseshoe Dam),14,"1,976.58","14,808",49.42,"94,409","13,025",1.02,2013-01-28,69,47 ,93,63
Bartlett Lake (Bartlett Dam),63,"1,770.81","112,493",27.19,"65,693","2,790",1.47,2013-01-28,69,47 ,93,63
Total Verde system,44,,"127,301",,"160,102","15,815",,2013-01-28,69,47 ,93,63
Total Reservoir System,51,,"1,177,432",,"1,135,769","27,877",,2013-01-28,69,47 ,93,63
Total system year ago,66,,,,,,,2013-01-28,69,47 ,93,63
Roosevelt Lake (Roosevelt Dam),44,"2,096.58","722,148",54.42,"930,895","21,022",0.12,2013-01-29,69,47 ,80,43
Apache Lake (Horse Mesa Dam),92,"1,906.72","226,210",7.28,"18,928",356,0.13,2013-01-29,69,47 ,80,43
Canyon Lake (Mormon Flat Dam),96,"1,658.29","55,767",2.21,"2,085",291,0.10,2013-01-29,69,47 ,80,43
Saguaro Lake (Stewart Mountain Dam),98,"1,528.09","68,621",0.91,"1,144",946,0.43,2013-01-29,69,47 ,80,43
Total Salt system,53,,"1,072,746",,"953,052","22,615",,2013-01-29,69,47 ,80,43
Horseshoe Lake (Horseshoe Dam),37,"1,994.14","40,012",31.86,"69,205","25,204",0.03,2013-01-29,69,47 ,80,43
Bartlett Lake (Bartlett Dam),64,"1,771.69","114,296",26.31,"63,890","1,803",0.14,2013-01-29,69,47 ,80,43
Total Verde system,54,,"154,308",,"133,095","27,007",,2013-01-29,69,47 ,80,43
Total Reservoir System,53,,"1,227,054",,"1,086,147","49,622",,2013-01-29,69,47 ,80,43
Total system year ago,66,,,,,,,2013-01-29,69,47 ,80,43
Roosevelt Lake (Roosevelt Dam),44,"2,097.50","734,340",53.50,"918,703","12,192",0.00,2013-01-30,69,47 ,62,25
Apache Lake (Horse Mesa Dam),92,"1,906.74","226,260",7.26,"18,878",50,0.00,2013-01-30,69,47 ,62,25
Canyon Lake (Mormon Flat Dam),97,"1,658.70","56,152",1.80,"1,700",385,0.00,2013-01-30,69,47 ,62,25
Saguaro Lake (Stewart Mountain Dam),98,"1,528.12","68,658",0.88,"1,107",37,0.00,2013-01-30,69,47 ,62,25
Total Salt system,54,,"1,085,410",,"940,388","12,664",,2013-01-30,69,47 ,62,25
Horseshoe Lake (Horseshoe Dam),44,"1,998.75","48,113",27.25,"61,104","8,101",0.00,2013-01-30,69,47 ,62,25
Bartlett Lake (Bartlett Dam),65,"1,772.17","115,287",25.83,"62,899",991,0.00,2013-01-30,69,47 ,62,25
Total Verde system,57,,"163,400",,"124,003","9,092",,2013-01-30,69,47 ,62,25
Total Reservoir System,54,,"1,248,810",,"1,064,391","21,756",,2013-01-30,69,47 ,62,25
Total system year ago,66,,,,,,,2013-01-30,69,47 ,62,25
Roosevelt Lake (Roosevelt Dam),45,"2,097.90","739,691",53.10,"913,352","5,351",0.00,2013-01-31,69,47 ,79,20
Apache Lake (Horse Mesa Dam),92,"1,906.81","226,438",7.19,"18,700",178,0.00,2013-01-31,69,47 ,79,20
Canyon Lake (Mormon Flat Dam),97,"1,658.92","56,358",1.58,"1,494",206,0.00,2013-01-31,69,47 ,79,20
Saguaro Lake (Stewart Mountain Dam),98,"1,528.06","68,584",0.94,"1,181",-74,0.00,2013-01-31,69,47 ,79,20
Total Salt system,54,,"1,091,071",,"934,727","5,661",,2013-01-31,69,47 ,79,20
Horseshoe Lake (Horseshoe Dam),47,"2,000.34","51,018",25.66,"58,199","2,905",0.00,2013-01-31,69,47 ,79,20
Bartlett Lake (Bartlett Dam),65,"1,772.59","116,161",25.41,"62,025",874,0.00,2013-01-31,69,47 ,79,20
Total Verde system,58,,"167,179",,"120,224","3,779",,2013-01-31,69,47 ,79,20
Total Reservoir System,54,,"1,258,250",,"1,054,951","9,440",,2013-01-31,69,47 ,79,20
Total system year ago,66,,,,,,,2013-01-31,69,47 ,79,20
Roosevelt Lake (Roosevelt Dam),45,"2,098.18","743,331",52.82,"909,712","3,640",0.00,2013-02-01,69,47 ,70,22
Apache Lake (Horse Mesa Dam),92,"1,906.82","226,463",7.18,"18,675",25,0.00,2013-02-01,69,47 ,70,22
Canyon Lake (Mormon Flat Dam),98,"1,659.07","56,499",1.43,"1,353",141,0.00,2013-02-01,69,47 ,70,22
Saguaro Lake (Stewart Mountain Dam),98,"1,527.93","68,421",1.07,"1,344",-163,0.00,2013-02-01,69,47 ,70,22
Total Salt system,54,,"1,094,714",,"931,084","3,643",,2013-02-01,69,47 ,70,22
Horseshoe Lake (Horseshoe Dam),48,"2,001.15","52,525",24.85,"56,692","1,507",0.00,2013-02-01,69,47 ,70,22
Bartlett Lake (Bartlett Dam),66,"1,772.97","116,952",25.03,"61,234",791,0.00,2013-02-01,69,47 ,70,22
Total Verde system,59,,"169,477",,"117,926","2,298",,2013-02-01,69,47 ,70,22
Total Reservoir System,55,,"1,264,191",,"1,049,010","5,941",,2013-02-01,69,47 ,70,22
Total system year ago,66,,,,,,,2013-02-01,69,47 ,70,22
Roosevelt Lake (Roosevelt Dam),45,"2,098.44","746,846",52.56,"906,197","3,515",0.00,2013-02-02,69,47 ,76,20
Apache Lake (Horse Mesa Dam),92,"1,906.80","226,413",7.20,"18,725",-50,0.00,2013-02-02,69,47 ,76,20
Canyon Lake (Mormon Flat Dam),98,"1,659.19","56,612",1.31,"1,240",113,0.00,2013-02-02,69,47 ,76,20
Saguaro Lake (Stewart Mountain Dam),98,"1,527.81","68,272",1.19,"1,493",-149,0.00,2013-02-02,69,47 ,76,20
Total Salt system,54,,"1,098,143",,"927,655","3,429",,2013-02-02,69,47 ,76,20
Horseshoe Lake (Horseshoe Dam),49,"2,001.64","53,442",24.36,"55,775",917,0.00,2013-02-02,69,47 ,76,20
Bartlett Lake (Bartlett Dam),66,"1,773.36","117,772",24.64,"60,414",820,0.00,2013-02-02,69,47 ,76,20
Total Verde system,60,,"171,214",,"116,189","1,737",,2013-02-02,69,47 ,76,20
Total Reservoir System,55,,"1,269,357",,"1,043,844","5,166",,2013-02-02,69,47 ,76,20
Total system year ago,66,,,,,,,2013-02-02,69,47 ,76,20
Roosevelt Lake (Roosevelt Dam),45,"2,098.60","749,057",52.40,"903,986","2,211",0.00,2013-02-03,69,47 ,71,19
Apache Lake (Horse Mesa Dam),92,"1,906.80","226,413",7.20,"18,725",0,0.00,2013-02-03,69,47 ,71,19
Canyon Lake (Mormon Flat Dam),98,"1,659.27","56,688",1.23,"1,164",76,0.00,2013-02-03,69,47 ,71,19
Saguaro Lake (Stewart Mountain Dam),98,"1,527.64","68,060",1.36,"1,705",-212,0.00,2013-02-03,69,47 ,71,19
Total Salt system,54,,"1,100,218",,"925,580","2,075",,2013-02-03,69,47 ,71,19
Horseshoe Lake (Horseshoe Dam),50,"2,001.97","54,074",24.03,"55,143",632,0.00,2013-02-03,69,47 ,71,19
Bartlett Lake (Bartlett Dam),67,"1,773.72","118,530",24.28,"59,656",758,0.00,2013-02-03,69,47 ,71,19
Total Verde system,60,,"172,604",,"114,799","1,390",,2013-02-03,69,47 ,71,19
Total Reservoir System,55,,"1,272,822",,"1,040,379","3,465",,2013-02-03,69,47 ,71,19
Total system year ago,66,,,,,,,2013-02-03,69,47 ,71,19
Roosevelt Lake (Roosevelt Dam),45,"2,098.76","751,212",52.24,"901,831","2,155",0.00,2013-02-04,69,47 ,57,30
Apache Lake (Horse Mesa Dam),92,"1,906.79","226,387",7.21,"18,751",-26,0.00,2013-02-04,69,47 ,57,30
Canyon Lake (Mormon Flat Dam),98,"1,659.10","56,527",1.40,"1,325",-161,0.00,2013-02-04,69,47 ,57,30
Saguaro Lake (Stewart Mountain Dam),97,"1,527.47","67,849",1.53,"1,916",-211,0.00,2013-02-04,69,47 ,57,30
Total Salt system,54,,"1,101,975",,"923,823","1,757",,2013-02-04,69,47 ,57,30
Horseshoe Lake (Horseshoe Dam),50,"2,002.21","54,528",23.79,"54,689",454,0.00,2013-02-04,69,47 ,57,30
Bartlett Lake (Bartlett Dam),67,"1,774.02","119,162",23.98,"59,024",632,0.00,2013-02-04,69,47 ,57,30
Total Verde system,60,,"173,690",,"113,713","1,086",,2013-02-04,69,47 ,57,30
Total Reservoir System,55,,"1,275,665",,"1,037,536","2,843",,2013-02-04,69,47 ,57,30
Total system year ago,66,,,,,,,2013-02-04,69,47 ,57,30
Roosevelt Lake (Roosevelt Dam),46,"2,098.88","752,703",52.12,"900,340","1,491",0.00,2013-02-05,69,47 ,72,29
Apache Lake (Horse Mesa Dam),92,"1,906.79","226,387",7.21,"18,751",0,0.00,2013-02-05,69,47 ,72,29
Canyon Lake (Mormon Flat Dam),98,"1,659.16","56,584",1.34,"1,268",57,0.00,2013-02-05,69,47 ,72,29
Saguaro Lake (Stewart Mountain Dam),97,"1,527.33","67,675",1.67,"2,090",-174,0.00,2013-02-05,69,47 ,72,29
Total Salt system,54,,"1,103,349",,"922,449","1,374",,2013-02-05,69,47 ,72,29
Horseshoe Lake (Horseshoe Dam),50,"2,002.43","54,935",23.57,"54,282",407,0.00,2013-02-05,69,47 ,72,29
Bartlett Lake (Bartlett Dam),67,"1,774.46","120,100",23.54,"58,086",938,0.00,2013-02-05,69,47 ,72,29
Total Verde system,61,,"175,035",,"112,368","1,345",,2013-02-05,69,47 ,72,29
Total Reservoir System,55,,"1,278,384",,"1,034,817","2,719",,2013-02-05,69,47 ,72,29
Total system year ago,66,,,,,,,2013-02-05,69,47 ,72,29
Roosevelt Lake (Roosevelt Dam),46,"2,098.99","754,177",52.01,"898,866","1,474",0.00,2013-02-06,69,48 ,69,27
Apache Lake (Horse Mesa Dam),92,"1,906.78","226,361",7.22,"18,777",-26,0.00,2013-02-06,69,48 ,69,27
Canyon Lake (Mormon Flat Dam),98,"1,659.22","56,641",1.28,"1,211",57,0.00,2013-02-06,69,48 ,69,27
Saguaro Lake (Stewart Mountain Dam),97,"1,527.14","67,438",1.86,"2,327",-237,0.00,2013-02-06,69,48 ,69,27
Total Salt system,55,,"1,104,617",,"921,181","1,268",,2013-02-06,69,48 ,69,27
Horseshoe Lake (Horseshoe Dam),51,"2,002.58","55,228",23.42,"53,989",293,0.00,2013-02-06,69,48 ,69,27
Bartlett Lake (Bartlett Dam),68,"1,774.73","120,676",23.27,"57,510",576,0.00,2013-02-06,69,48 ,69,27
Total Verde system,61,,"175,904",,"111,499",869,,2013-02-06,69,48 ,69,27
Total Reservoir System,55,,"1,280,521",,"1,032,680","2,137",,2013-02-06,69,48 ,69,27
Total system year ago,66,,,,,,,2013-02-06,69,48 ,69,27
Roosevelt Lake (Roosevelt Dam),46,"2,099.10","755,707",51.90,"897,336","1,530",0.00,2013-02-07,70,48 ,64,31
Apache Lake (Horse Mesa Dam),92,"1,906.77","226,336",7.23,"18,802",-25,0.00,2013-02-07,70,48 ,64,31
Canyon Lake (Mormon Flat Dam),98,"1,659.27","56,688",1.23,"1,164",47,0.00,2013-02-07,70,48 ,64,31
Saguaro Lake (Stewart Mountain Dam),96,"1,526.96","67,215",2.04,"2,550",-223,0.00,2013-02-07,70,48 ,64,31
Total Salt system,55,,"1,105,946",,"919,852","1,329",,2013-02-07,70,48 ,64,31
Horseshoe Lake (Horseshoe Dam),51,"2,002.69","55,440",23.31,"53,777",212,0.00,2013-02-07,70,48 ,64,31
Bartlett Lake (Bartlett Dam),68,"1,775.05","121,368",22.95,"56,818",692,0.00,2013-02-07,70,48 ,64,31
Total Verde system,62,,"176,808",,"110,595",904,,2013-02-07,70,48 ,64,31
Total Reservoir System,55,,"1,282,754",,"1,030,447","2,233",,2013-02-07,70,48 ,64,31
Total system year ago,66,,,,,,,2013-02-07,70,48 ,64,31
Roosevelt Lake (Roosevelt Dam),46,"2,099.20","757,037",51.80,"896,006","1,330",0.00,2013-02-08,70,48 ,77,25
Apache Lake (Horse Mesa Dam),92,"1,906.77","226,336",7.23,"18,802",0,0.00,2013-02-08,70,48 ,77,25
Canyon Lake (Mormon Flat Dam),96,"1,657.81","55,318",2.69,"2,534","-1,370",0.00,2013-02-08,70,48 ,77,25
Saguaro Lake (Stewart Mountain Dam),98,"1,527.77","68,222",1.23,"1,543","1,007",0.00,2013-02-08,70,48 ,77,25
Total Salt system,55,,"1,106,913",,"918,885",967,,2013-02-08,70,48 ,77,25
Horseshoe Lake (Horseshoe Dam),51,"2,002.76","55,570",23.24,"53,647",130,0.00,2013-02-08,70,48 ,77,25
Bartlett Lake (Bartlett Dam),69,"1,775.39","122,158",22.61,"56,028",790,0.00,2013-02-08,70,48 ,77,25
Total Verde system,62,,"177,728",,"109,675",920,,2013-02-08,70,48 ,77,25
Total Reservoir System,56,,"1,284,641",,"1,028,560","1,887",,2013-02-08,70,48 ,77,25
Total system year ago,66,,,,,,,2013-02-08,70,48 ,77,25
Roosevelt Lake (Roosevelt Dam),46,"2,099.32","758,693",51.68,"894,350","1,656",0.02,2013-02-09,70,48 ,64,21
Apache Lake (Horse Mesa Dam),92,"1,906.76","226,311",7.24,"18,827",-25,0.21,2013-02-09,70,48 ,64,21
Canyon Lake (Mormon Flat Dam),95,"1,657.52","55,047",2.98,"2,805",-271,0.07,2013-02-09,70,48 ,64,21
Saguaro Lake (Stewart Mountain Dam),98,"1,527.76","68,209",1.24,"1,556",-13,0.08,2013-02-09,70,48 ,64,21
Total Salt system,55,,"1,108,260",,"917,538","1,347",,2013-02-09,70,48 ,64,21
Horseshoe Lake (Horseshoe Dam),51,"2,002.77","55,590",23.23,"53,627",20,0.04,2013-02-09,70,48 ,64,21
Bartlett Lake (Bartlett Dam),69,"1,775.71","122,902",22.29,"55,284",744,0.04,2013-02-09,70,48 ,64,21
Total Verde system,62,,"178,492",,"108,911",764,,2013-02-09,70,48 ,64,21
Total Reservoir System,56,,"1,286,752",,"1,026,449","2,111",,2013-02-09,70,48 ,64,21
Total system year ago,66,,,,,,,2013-02-09,70,48 ,64,21
Roosevelt Lake (Roosevelt Dam),46,"2,099.39","759,640",51.61,"893,403",947,0.01,2013-02-10,70,48 ,71,30
Apache Lake (Horse Mesa Dam),92,"1,906.80","226,413",7.20,"18,725",102,0.03,2013-02-10,70,48 ,71,30
Canyon Lake (Mormon Flat Dam),97,"1,658.40","55,870",2.10,"1,982",823,0.01,2013-02-10,70,48 ,71,30
Saguaro Lake (Stewart Mountain Dam),96,"1,526.99","67,252",2.01,"2,513",-957,0.01,2013-02-10,70,48 ,71,30
Total Salt system,55,,"1,109,175",,"916,623",915,,2013-02-10,70,48 ,71,30
Horseshoe Lake (Horseshoe Dam),51,"2,002.80","55,641",23.20,"53,576",51,0.02,2013-02-10,70,48 ,71,30
Bartlett Lake (Bartlett Dam),69,"1,776.04","123,662",21.96,"54,524",760,0.01,2013-02-10,70,48 ,71,30
Total Verde system,62,,"179,303",,"108,100",811,,2013-02-10,70,48 ,71,30
Total Reservoir System,56,,"1,288,478",,"1,024,723","1,726",,2013-02-10,70,48 ,71,30
Total system year ago,66,,,,,,,2013-02-10,70,48 ,71,30
Roosevelt Lake (Roosevelt Dam),46,"2,099.44","760,320",51.56,"892,723",680,0.00,2013-02-11,70,48 ,70,30
Apache Lake (Horse Mesa Dam),93,"1,906.97","226,845",7.03,"18,293",432,0.00,2013-02-11,70,48 ,70,30
Canyon Lake (Mormon Flat Dam),95,"1,657.23","54,777",3.27,"3,075","-1,093",0.00,2013-02-11,70,48 ,70,30
Saguaro Lake (Stewart Mountain Dam),98,"1,527.71","68,147",1.29,"1,618",895,0.00,2013-02-11,70,48 ,70,30
Total Salt system,55,,"1,110,089",,"915,709",914,,2013-02-11,70,48 ,70,30
Horseshoe Lake (Horseshoe Dam),51,"2,002.75","55,552",23.25,"53,665",-89,0.02,2013-02-11,70,48 ,70,30
Bartlett Lake (Bartlett Dam),70,"1,776.39","124,423",21.61,"53,763",761,0.00,2013-02-11,70,48 ,70,30
Total Verde system,63,,"179,975",,"107,428",672,,2013-02-11,70,48 ,70,30
Total Reservoir System,56,,"1,290,064",,"1,023,137","1,586",,2013-02-11,70,48 ,70,30
Total system year ago,66,,,,,,,2013-02-11,70,48 ,70,30
Roosevelt Lake (Roosevelt Dam),46,"2,099.56","761,957",51.44,"891,086","1,637",0.41,2013-02-12,70,48 ,76,50
Apache Lake (Horse Mesa Dam),93,"1,906.99","226,896",7.01,"18,242",51,0.25,2013-02-12,70,48 ,76,50
Canyon Lake (Mormon Flat Dam),97,"1,658.41","55,880",2.09,"1,972","1,103",0.30,2013-02-12,70,48 ,76,50
Saguaro Lake (Stewart Mountain Dam),96,"1,526.82","67,042",2.18,"2,723","-1,105",0.28,2013-02-12,70,48 ,76,50
Total Salt system,55,,"1,111,775",,"914,023","1,686",,2013-02-12,70,48 ,76,50
Horseshoe Lake (Horseshoe Dam),51,"2,002.73","55,507",23.27,"53,710",-45,0.00,2013-02-12,70,48 ,76,50
Bartlett Lake (Bartlett Dam),70,"1,776.69","125,075",21.31,"53,111",652,0.06,2013-02-12,70,48 ,76,50
Total Verde system,63,,"180,582",,"106,821",607,,2013-02-12,70,48 ,76,50
Total Reservoir System,56,,"1,292,357",,"1,020,844","2,293",,2013-02-12,70,48 ,76,50
Total system year ago,66,,,,,,,2013-02-12,70,48 ,76,50
Roosevelt Lake (Roosevelt Dam),46,"2,099.63","762,914",51.37,"890,129",957,0.00,2013-02-13,70,48 ,85,25
Apache Lake (Horse Mesa Dam),93,"1,907.10","227,177",6.90,"17,961",281,0.00,2013-02-13,70,48 ,85,25
Canyon Lake (Mormon Flat Dam),94,"1,656.78","54,358",3.72,"3,494","-1,522",0.00,2013-02-13,70,48 ,85,25
Saguaro Lake (Stewart Mountain Dam),98,"1,527.76","68,209",1.24,"1,556","1,167",0.00,2013-02-13,70,48 ,85,25
Total Salt system,55,,"1,112,658",,"913,140",883,,2013-02-13,70,48 ,85,25
Horseshoe Lake (Horseshoe Dam),51,"2,002.66","55,370",23.34,"53,847",-137,0.00,2013-02-13,70,48 ,85,25
Bartlett Lake (Bartlett Dam),71,"1,776.99","125,727",21.01,"52,459",652,0.00,2013-02-13,70,48 ,85,25
Total Verde system,63,,"181,097",,"106,306",515,,2013-02-13,70,48 ,85,25
Total Reservoir System,56,,"1,293,755",,"1,019,446","1,398",,2013-02-13,70,48 ,85,25
Total system year ago,66,,,,,,,2013-02-13,70,48 ,85,25
Roosevelt Lake (Roosevelt Dam),46,"2,099.68","763,594",51.32,"889,449",680,0.00,2013-02-14,71,49 ,76,16
Apache Lake (Horse Mesa Dam),93,"1,907.07","227,100",6.93,"18,038",-77,0.00,2013-02-14,71,49 ,76,16
Canyon Lake (Mormon Flat Dam),97,"1,658.65","56,105",1.85,"1,747","1,747",0.00,2013-02-14,71,49 ,76,16
Saguaro Lake (Stewart Mountain Dam),96,"1,526.55","66,710",2.45,"3,055","-1,499",0.00,2013-02-14,71,49 ,76,16
Total Salt system,55,,"1,113,509",,"912,289",851,,2013-02-14,71,49 ,76,16
Horseshoe Lake (Horseshoe Dam),51,"2,002.56","55,187",23.44,"54,030",-183,0.00,2013-02-14,71,49 ,76,16
Bartlett Lake (Bartlett Dam),71,"1,777.30","126,409",20.70,"51,777",682,0.00,2013-02-14,71,49 ,76,16
Total Verde system,63,,"181,596",,"105,807",499,,2013-02-14,71,49 ,76,16
Total Reservoir System,56,,"1,295,105",,"1,018,096","1,350",,2013-02-14,71,49 ,76,16
Total system year ago,66,,,,,,,2013-02-14,71,49 ,76,16
Roosevelt Lake (Roosevelt Dam),46,"2,099.72","764,168",51.28,"888,875",574,0.00,2013-02-15,71,49 ,60,17
Apache Lake (Horse Mesa Dam),93,"1,907.10","227,177",6.90,"17,961",77,0.00,2013-02-15,71,49 ,60,17
Canyon Lake (Mormon Flat Dam),97,"1,658.62","56,077",1.88,"1,775",-28,0.00,2013-02-15,71,49 ,60,17
Saguaro Lake (Stewart Mountain Dam),95,"1,526.35","66,464",2.65,"3,301",-246,0.00,2013-02-15,71,49 ,60,17
Total Salt system,55,,"1,113,886",,"911,912",377,,2013-02-15,71,49 ,60,17
Horseshoe Lake (Horseshoe Dam),50,"2,002.44","54,954",23.56,"54,263",-233,0.00,2013-02-15,71,49 ,60,17
Bartlett Lake (Bartlett Dam),71,"1,777.63","127,135",20.37,"51,051",726,0.00,2013-02-15,71,49 ,60,17
Total Verde system,63,,"182,089",,"105,314",493,,2013-02-15,71,49 ,60,17
Total Reservoir System,56,,"1,295,975",,"1,017,226",870,,2013-02-15,71,49 ,60,17
Total system year ago,66,,,,,,,2013-02-15,71,49 ,60,17
Roosevelt Lake (Roosevelt Dam),46,"2,099.77","764,732",51.23,"888,311",564,0.00,2013-02-16,71,49 ,52,9
Apache Lake (Horse Mesa Dam),93,"1,907.08","227,126",6.92,"18,012",-51,0.00,2013-02-16,71,49 ,52,9
Canyon Lake (Mormon Flat Dam),97,"1,658.58","56,039",1.92,"1,813",-38,0.00,2013-02-16,71,49 ,52,9
Saguaro Lake (Stewart Mountain Dam),95,"1,526.13","66,193",2.87,"3,572",-271,0.00,2013-02-16,71,49 ,52,9
Total Salt system,55,,"1,114,090",,"911,708",204,,2013-02-16,71,49 ,52,9
Horseshoe Lake (Horseshoe Dam),50,"2,002.29","54,667",23.71,"54,550",-287,0.00,2013-02-16,71,49 ,52,9
Bartlett Lake (Bartlett Dam),72,"1,777.96","127,861",20.04,"50,325",726,0.00,2013-02-16,71,49 ,52,9
Total Verde system,64,,"182,528",,"104,875",439,,2013-02-16,71,49 ,52,9
Total Reservoir System,56,,"1,296,618",,"1,016,583",643,,2013-02-16,71,49 ,52,9
Total system year ago,66,,,,,,,2013-02-16,71,49 ,52,9
Roosevelt Lake (Roosevelt Dam),46,"2,099.83","765,620",51.17,"887,423",888,0.00,2013-02-17,71,49 ,24,7
Apache Lake (Horse Mesa Dam),93,"1,907.05","227,049",6.95,"18,089",-77,0.00,2013-02-17,71,49 ,24,7
Canyon Lake (Mormon Flat Dam),97,"1,658.45","55,917",2.05,"1,935",-122,0.00,2013-02-17,71,49 ,24,7
Saguaro Lake (Stewart Mountain Dam),95,"1,525.95","65,972",3.05,"3,793",-221,0.00,2013-02-17,71,49 ,24,7
Total Salt system,55,,"1,114,558",,"911,240",468,,2013-02-17,71,49 ,24,7
Horseshoe Lake (Horseshoe Dam),50,"2,002.20","54,501",23.80,"54,716",-166,0.00,2013-02-17,71,49 ,24,7
Bartlett Lake (Bartlett Dam),72,"1,778.27","128,552",19.73,"49,634",691,0.00,2013-02-17,71,49 ,24,7
Total Verde system,64,,"183,053",,"104,350",525,,2013-02-17,71,49 ,24,7
Total Reservoir System,56,,"1,297,611",,"1,015,590",993,,2013-02-17,71,49 ,24,7
Total system year ago,66,,,,,,,2013-02-17,71,49 ,24,7
Roosevelt Lake (Roosevelt Dam),46,"2,099.90","766,534",51.10,"886,509",914,0.00,2013-02-18,71,49 ,35,9
Apache Lake (Horse Mesa Dam),93,"1,906.96","226,819",7.04,"18,319",-230,0.00,2013-02-18,71,49 ,35,9
Canyon Lake (Mormon Flat Dam),96,"1,658.16","55,645",2.34,"2,207",-272,0.00,2013-02-18,71,49 ,35,9
Saguaro Lake (Stewart Mountain Dam),95,"1,526.01","66,045",2.99,"3,720",73,0.00,2013-02-18,71,49 ,35,9
Total Salt system,55,,"1,115,043",,"910,755",485,,2013-02-18,71,49 ,35,9
Horseshoe Lake (Horseshoe Dam),50,"2,002.08","54,277",23.92,"54,940",-224,0.00,2013-02-18,71,49 ,35,9
Bartlett Lake (Bartlett Dam),73,"1,778.59","129,266",19.41,"48,920",714,0.00,2013-02-18,71,49 ,35,9
Total Verde system,64,,"183,543",,"103,860",490,,2013-02-18,71,49 ,35,9
Total Reservoir System,56,,"1,298,586",,"1,014,615",975,,2013-02-18,71,49 ,35,9
Total system year ago,66,,,,,,,2013-02-18,71,49 ,35,9
Roosevelt Lake (Roosevelt Dam),46,"2,099.99","767,686",51.01,"885,357","1,152",0.00,2013-02-19,71,49 ,46,9
Apache Lake (Horse Mesa Dam),92,"1,906.64","226,006",7.36,"19,132",-813,0.00,2013-02-19,71,49 ,46,9
Canyon Lake (Mormon Flat Dam),96,"1,657.76","55,271",2.74,"2,581",-374,0.00,2013-02-19,71,49 ,46,9
Saguaro Lake (Stewart Mountain Dam),95,"1,526.20","66,279",2.80,"3,486",234,0.00,2013-02-19,71,49 ,46,9
Total Salt system,55,,"1,115,242",,"910,556",199,,2013-02-19,71,49 ,46,9
Horseshoe Lake (Horseshoe Dam),50,"2,002.04","54,194",23.96,"55,023",-83,0.00,2013-02-19,71,49 ,46,9
Bartlett Lake (Bartlett Dam),73,"1,778.84","129,824",19.16,"48,362",558,0.00,2013-02-19,71,49 ,46,9
Total Verde system,64,,"184,018",,"103,385",475,,2013-02-19,71,49 ,46,9
Total Reservoir System,56,,"1,299,260",,"1,013,941",674,,2013-02-19,71,49 ,46,9
